Hour,Gross Sales,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Month,date,Year
21,105.1,0,0,0,0,1,0,0,2,14,2019
22,102.21,0,0,0,0,1,0,0,2,14,2019
23,63.91,0,0,0,0,1,0,0,2,14,2019
12,30.1,1,0,0,0,0,0,0,2,15,2019
13,106.1,1,0,0,0,0,0,0,2,15,2019
14,48.3,1,0,0,0,0,0,0,2,15,2019
15,84.19,1,0,0,0,0,0,0,2,15,2019
16,113.4,1,0,0,0,0,0,0,2,15,2019
17,88.92,1,0,0,0,0,0,0,2,15,2019
18,54.62,1,0,0,0,0,0,0,2,15,2019
19,42.79,1,0,0,0,0,0,0,2,15,2019
20,61.09,1,0,0,0,0,0,0,2,15,2019
21,76.17,1,0,0,0,0,0,0,2,15,2019
22,114.82,1,0,0,0,0,0,0,2,15,2019
23,108.71,1,0,0,0,0,0,0,2,15,2019
12,78.79,0,0,1,0,0,0,0,2,16,2019
13,58.68,0,0,1,0,0,0,0,2,16,2019
14,100.39,0,0,1,0,0,0,0,2,16,2019
15,166.28,0,0,1,0,0,0,0,2,16,2019
16,80.99,0,0,1,0,0,0,0,2,16,2019
17,145.43,0,0,1,0,0,0,0,2,16,2019
18,93.01,0,0,1,0,0,0,0,2,16,2019
19,24.29,0,0,1,0,0,0,0,2,16,2019
20,111.45,0,0,1,0,0,0,0,2,16,2019
21,77.6,0,0,1,0,0,0,0,2,16,2019
22,114.09,0,0,1,0,0,0,0,2,16,2019
23,36.06,0,0,1,0,0,0,0,2,16,2019
12,118.65,0,0,0,1,0,0,0,2,17,2019
13,49.26,0,0,0,1,0,0,0,2,17,2019
14,112.4,0,0,0,1,0,0,0,2,17,2019
15,133.21,0,0,0,1,0,0,0,2,17,2019
16,109.7,0,0,0,1,0,0,0,2,17,2019
17,135.99,0,0,0,1,0,0,0,2,17,2019
18,97,0,0,0,1,0,0,0,2,17,2019
19,72.26,0,0,0,1,0,0,0,2,17,2019
20,140.69,0,0,0,1,0,0,0,2,17,2019
21,13.75,0,0,0,1,0,0,0,2,17,2019
22,70.51,0,0,0,1,0,0,0,2,17,2019
23,48.98,0,0,0,1,0,0,0,2,17,2019
12,22.24,0,1,0,0,0,0,0,2,18,2019
13,30.54,0,1,0,0,0,0,0,2,18,2019
14,46.73,0,1,0,0,0,0,0,2,18,2019
15,67.5,0,1,0,0,0,0,0,2,18,2019
16,107.37,0,1,0,0,0,0,0,2,18,2019
17,95.64,0,1,0,0,0,0,0,2,18,2019
18,57.61,0,1,0,0,0,0,0,2,18,2019
19,72.46,0,1,0,0,0,0,0,2,18,2019
20,92.26,0,1,0,0,0,0,0,2,18,2019
21,15.64,0,1,0,0,0,0,0,2,18,2019
22,98.6,0,1,0,0,0,0,0,2,18,2019
23,7.9,0,1,0,0,0,0,0,2,18,2019
12,23.18,0,0,0,0,0,1,0,2,19,2019
13,42.72,0,0,0,0,0,1,0,2,19,2019
14,40.94,0,0,0,0,0,1,0,2,19,2019
15,18.79,0,0,0,0,0,1,0,2,19,2019
16,55.02,0,0,0,0,0,1,0,2,19,2019
17,87.08,0,0,0,0,0,1,0,2,19,2019
18,47.37,0,0,0,0,0,1,0,2,19,2019
19,38.26,0,0,0,0,0,1,0,2,19,2019
20,50.23,0,0,0,0,0,1,0,2,19,2019
21,25.33,0,0,0,0,0,1,0,2,19,2019
22,99.94,0,0,0,0,0,1,0,2,19,2019
23,95.96,0,0,0,0,0,1,0,2,19,2019
12,65.56,0,0,0,0,0,0,1,2,20,2019
13,8.65,0,0,0,0,0,0,1,2,20,2019
14,36.8,0,0,0,0,0,0,1,2,20,2019
15,91.48,0,0,0,0,0,0,1,2,20,2019
16,40.27,0,0,0,0,0,0,1,2,20,2019
17,75.15,0,0,0,0,0,0,1,2,20,2019
18,77.48,0,0,0,0,0,0,1,2,20,2019
19,48.15,0,0,0,0,0,0,1,2,20,2019
20,65.34,0,0,0,0,0,0,1,2,20,2019
21,82.93,0,0,0,0,0,0,1,2,20,2019
22,22.93,0,0,0,0,0,0,1,2,20,2019
23,54.09,0,0,0,0,0,0,1,2,20,2019
12,20.48,0,0,0,0,1,0,0,2,21,2019
13,34.58,0,0,0,0,1,0,0,2,21,2019
14,33.39,0,0,0,0,1,0,0,2,21,2019
15,48.87,0,0,0,0,1,0,0,2,21,2019
16,119.88,0,0,0,0,1,0,0,2,21,2019
17,106.64,0,0,0,0,1,0,0,2,21,2019
18,24.46,0,0,0,0,1,0,0,2,21,2019
19,68.66,0,0,0,0,1,0,0,2,21,2019
20,94.81,0,0,0,0,1,0,0,2,21,2019
21,14.99,0,0,0,0,1,0,0,2,21,2019
22,21.48,0,0,0,0,1,0,0,2,21,2019
23,113.73,0,0,0,0,1,0,0,2,21,2019
12,29.28,1,0,0,0,0,0,0,2,22,2019
13,63.15,1,0,0,0,0,0,0,2,22,2019
14,110.72,1,0,0,0,0,0,0,2,22,2019
15,92.33,1,0,0,0,0,0,0,2,22,2019
16,142.24,1,0,0,0,0,0,0,2,22,2019
17,57.87,1,0,0,0,0,0,0,2,22,2019
18,131.28,1,0,0,0,0,0,0,2,22,2019
19,43.22,1,0,0,0,0,0,0,2,22,2019
20,55.23,1,0,0,0,0,0,0,2,22,2019
21,93.08,1,0,0,0,0,0,0,2,22,2019
22,123.32,1,0,0,0,0,0,0,2,22,2019
23,78.33,1,0,0,0,0,0,0,2,22,2019
12,115.7,0,0,1,0,0,0,0,2,23,2019
13,236.44,0,0,1,0,0,0,0,2,23,2019
14,126.03,0,0,1,0,0,0,0,2,23,2019
15,98.39,0,0,1,0,0,0,0,2,23,2019
16,104.08,0,0,1,0,0,0,0,2,23,2019
17,70.06,0,0,1,0,0,0,0,2,23,2019
18,41.38,0,0,1,0,0,0,0,2,23,2019
19,47.55,0,0,1,0,0,0,0,2,23,2019
20,78.73,0,0,1,0,0,0,0,2,23,2019
21,86.13,0,0,1,0,0,0,0,2,23,2019
22,86.26,0,0,1,0,0,0,0,2,23,2019
23,58.7,0,0,1,0,0,0,0,2,23,2019
12,86.68,0,0,0,1,0,0,0,2,24,2019
13,157.39,0,0,0,1,0,0,0,2,24,2019
14,98.09,0,0,0,1,0,0,0,2,24,2019
15,171.27,0,0,0,1,0,0,0,2,24,2019
16,197.78,0,0,0,1,0,0,0,2,24,2019
17,123.97,0,0,0,1,0,0,0,2,24,2019
18,119.97,0,0,0,1,0,0,0,2,24,2019
19,100.74,0,0,0,1,0,0,0,2,24,2019
20,72.73,0,0,0,1,0,0,0,2,24,2019
21,101.47,0,0,0,1,0,0,0,2,24,2019
22,116.92,0,0,0,1,0,0,0,2,24,2019
23,72.9,0,0,0,1,0,0,0,2,24,2019
12,61.85,0,1,0,0,0,0,0,2,25,2019
13,30.98,0,1,0,0,0,0,0,2,25,2019
14,40.01,0,1,0,0,0,0,0,2,25,2019
15,61.35,0,1,0,0,0,0,0,2,25,2019
16,120.1,0,1,0,0,0,0,0,2,25,2019
17,45.91,0,1,0,0,0,0,0,2,25,2019
18,107.67,0,1,0,0,0,0,0,2,25,2019
19,50.07,0,1,0,0,0,0,0,2,25,2019
20,33.32,0,1,0,0,0,0,0,2,25,2019
21,79.22,0,1,0,0,0,0,0,2,25,2019
22,81.07,0,1,0,0,0,0,0,2,25,2019
23,38.22,0,1,0,0,0,0,0,2,25,2019
12,87.56,0,0,0,0,0,1,0,2,26,2019
13,19.2,0,0,0,0,0,1,0,2,26,2019
14,68.24,0,0,0,0,0,1,0,2,26,2019
15,84.66,0,0,0,0,0,1,0,2,26,2019
16,76.78,0,0,0,0,0,1,0,2,26,2019
17,113.16,0,0,0,0,0,1,0,2,26,2019
18,99.69,0,0,0,0,0,1,0,2,26,2019
19,50.34,0,0,0,0,0,1,0,2,26,2019
20,50.03,0,0,0,0,0,1,0,2,26,2019
21,64.74,0,0,0,0,0,1,0,2,26,2019
22,88.84,0,0,0,0,0,1,0,2,26,2019
23,45.18,0,0,0,0,0,1,0,2,26,2019
12,35.94,0,0,0,0,0,0,1,2,27,2019
13,37.88,0,0,0,0,0,0,1,2,27,2019
14,15.74,0,0,0,0,0,0,1,2,27,2019
15,64.53,0,0,0,0,0,0,1,2,27,2019
16,88.68,0,0,0,0,0,0,1,2,27,2019
17,73.39,0,0,0,0,0,0,1,2,27,2019
18,54.53,0,0,0,0,0,0,1,2,27,2019
19,70.58,0,0,0,0,0,0,1,2,27,2019
20,113.11,0,0,0,0,0,0,1,2,27,2019
21,66.72,0,0,0,0,0,0,1,2,27,2019
22,64.43,0,0,0,0,0,0,1,2,27,2019
23,34.59,0,0,0,0,0,0,1,2,27,2019
12,26.9,0,0,0,0,1,0,0,2,28,2019
13,73.61,0,0,0,0,1,0,0,2,28,2019
14,86.55,0,0,0,0,1,0,0,2,28,2019
15,114.92,0,0,0,0,1,0,0,2,28,2019
16,21.25,0,0,0,0,1,0,0,2,28,2019
17,121.63,0,0,0,0,1,0,0,2,28,2019
18,115.21,0,0,0,0,1,0,0,2,28,2019
19,160.76,0,0,0,0,1,0,0,2,28,2019
20,170.52,0,0,0,0,1,0,0,2,28,2019
21,36.66,0,0,0,0,1,0,0,2,28,2019
22,68.12,0,0,0,0,1,0,0,2,28,2019
23,106.35,0,0,0,0,1,0,0,2,28,2019
0,5.25,1,0,0,0,0,0,0,3,1,2019
12,48.27,1,0,0,0,0,0,0,3,1,2019
13,66.18,1,0,0,0,0,0,0,3,1,2019
14,94.97,1,0,0,0,0,0,0,3,1,2019
15,200.25,1,0,0,0,0,0,0,3,1,2019
16,88.7,1,0,0,0,0,0,0,3,1,2019
17,124.54,1,0,0,0,0,0,0,3,1,2019
18,116.75,1,0,0,0,0,0,0,3,1,2019
19,115.43,1,0,0,0,0,0,0,3,1,2019
20,152.79,1,0,0,0,0,0,0,3,1,2019
21,119.08,1,0,0,0,0,0,0,3,1,2019
22,171.98,1,0,0,0,0,0,0,3,1,2019
23,63.42,1,0,0,0,0,0,0,3,1,2019
12,144.47,0,0,1,0,0,0,0,3,2,2019
13,175.45,0,0,1,0,0,0,0,3,2,2019
14,157.68,0,0,1,0,0,0,0,3,2,2019
15,134.47,0,0,1,0,0,0,0,3,2,2019
16,208.1,0,0,1,0,0,0,0,3,2,2019
17,161.42,0,0,1,0,0,0,0,3,2,2019
18,48.68,0,0,1,0,0,0,0,3,2,2019
19,69.54,0,0,1,0,0,0,0,3,2,2019
20,145.43,0,0,1,0,0,0,0,3,2,2019
21,108.09,0,0,1,0,0,0,0,3,2,2019
22,153.45,0,0,1,0,0,0,0,3,2,2019
23,150.74,0,0,1,0,0,0,0,3,2,2019
12,44.96,0,0,0,1,0,0,0,3,3,2019
13,34.79,0,0,0,1,0,0,0,3,3,2019
14,102.48,0,0,0,1,0,0,0,3,3,2019
15,134.53,0,0,0,1,0,0,0,3,3,2019
16,134.16,0,0,0,1,0,0,0,3,3,2019
17,98.72,0,0,0,1,0,0,0,3,3,2019
18,132.6,0,0,0,1,0,0,0,3,3,2019
19,45.28,0,0,0,1,0,0,0,3,3,2019
20,156.67,0,0,0,1,0,0,0,3,3,2019
21,66.97,0,0,0,1,0,0,0,3,3,2019
22,64.21,0,0,0,1,0,0,0,3,3,2019
23,58.52,0,0,0,1,0,0,0,3,3,2019
12,32.56,0,1,0,0,0,0,0,3,4,2019
13,40.48,0,1,0,0,0,0,0,3,4,2019
14,66.07,0,1,0,0,0,0,0,3,4,2019
15,113.78,0,1,0,0,0,0,0,3,4,2019
16,59.89,0,1,0,0,0,0,0,3,4,2019
17,183.85,0,1,0,0,0,0,0,3,4,2019
18,36.68,0,1,0,0,0,0,0,3,4,2019
19,70.17,0,1,0,0,0,0,0,3,4,2019
20,114.41,0,1,0,0,0,0,0,3,4,2019
21,121.93,0,1,0,0,0,0,0,3,4,2019
22,55.96,0,1,0,0,0,0,0,3,4,2019
23,38.93,0,1,0,0,0,0,0,3,4,2019
12,44.36,0,0,0,0,0,1,0,3,5,2019
13,41.97,0,0,0,0,0,1,0,3,5,2019
14,25.29,0,0,0,0,0,1,0,3,5,2019
15,84.99,0,0,0,0,0,1,0,3,5,2019
16,24.29,0,0,0,0,0,1,0,3,5,2019
17,49.28,0,0,0,0,0,1,0,3,5,2019
18,52.04,0,0,0,0,0,1,0,3,5,2019
19,91.57,0,0,0,0,0,1,0,3,5,2019
20,182.17,0,0,0,0,0,1,0,3,5,2019
21,115.46,0,0,0,0,0,1,0,3,5,2019
22,41.02,0,0,0,0,0,1,0,3,5,2019
23,128.66,0,0,0,0,0,1,0,3,5,2019
12,35.13,0,0,0,0,0,0,1,3,6,2019
13,41.41,0,0,0,0,0,0,1,3,6,2019
14,46.13,0,0,0,0,0,0,1,3,6,2019
15,17.9,0,0,0,0,0,0,1,3,6,2019
16,58.2,0,0,0,0,0,0,1,3,6,2019
17,112.83,0,0,0,0,0,0,1,3,6,2019
18,39.28,0,0,0,0,0,0,1,3,6,2019
19,71.77,0,0,0,0,0,0,1,3,6,2019
20,91.9,0,0,0,0,0,0,1,3,6,2019
21,51.43,0,0,0,0,0,0,1,3,6,2019
22,15.3,0,0,0,0,0,0,1,3,6,2019
23,10.95,0,0,0,0,0,0,1,3,6,2019
12,54.82,0,0,0,0,1,0,0,3,7,2019
13,44.5,0,0,0,0,1,0,0,3,7,2019
14,36.77,0,0,0,0,1,0,0,3,7,2019
15,59.12,0,0,0,0,1,0,0,3,7,2019
16,88.1,0,0,0,0,1,0,0,3,7,2019
17,112.84,0,0,0,0,1,0,0,3,7,2019
18,113.17,0,0,0,0,1,0,0,3,7,2019
19,61.34,0,0,0,0,1,0,0,3,7,2019
20,90.87,0,0,0,0,1,0,0,3,7,2019
21,91.21,0,0,0,0,1,0,0,3,7,2019
22,31.19,0,0,0,0,1,0,0,3,7,2019
23,69.4,0,0,0,0,1,0,0,3,7,2019
12,55.15,1,0,0,0,0,0,0,3,8,2019
13,75.46,1,0,0,0,0,0,0,3,8,2019
14,110.01,1,0,0,0,0,0,0,3,8,2019
15,110.74,1,0,0,0,0,0,0,3,8,2019
16,102.2,1,0,0,0,0,0,0,3,8,2019
17,124.44,1,0,0,0,0,0,0,3,8,2019
18,103.57,1,0,0,0,0,0,0,3,8,2019
19,119.31,1,0,0,0,0,0,0,3,8,2019
20,207.98,1,0,0,0,0,0,0,3,8,2019
21,123.87,1,0,0,0,0,0,0,3,8,2019
22,31.53,1,0,0,0,0,0,0,3,8,2019
23,100.49,1,0,0,0,0,0,0,3,8,2019
12,125.16,0,0,1,0,0,0,0,3,9,2019
13,58.85,0,0,1,0,0,0,0,3,9,2019
14,69.42,0,0,1,0,0,0,0,3,9,2019
15,87.91,0,0,1,0,0,0,0,3,9,2019
16,113.89,0,0,1,0,0,0,0,3,9,2019
17,66.82,0,0,1,0,0,0,0,3,9,2019
18,50.43,0,0,1,0,0,0,0,3,9,2019
19,139.8,0,0,1,0,0,0,0,3,9,2019
20,66.79,0,0,1,0,0,0,0,3,9,2019
21,89.56,0,0,1,0,0,0,0,3,9,2019
22,76.57,0,0,1,0,0,0,0,3,9,2019
23,51.68,0,0,1,0,0,0,0,3,9,2019
12,36.92,0,0,0,1,0,0,0,3,10,2019
13,136.33,0,0,0,1,0,0,0,3,10,2019
14,72.06,0,0,0,1,0,0,0,3,10,2019
15,59.92,0,0,0,1,0,0,0,3,10,2019
16,38.04,0,0,0,1,0,0,0,3,10,2019
17,46.37,0,0,0,1,0,0,0,3,10,2019
18,95.83,0,0,0,1,0,0,0,3,10,2019
19,102.91,0,0,0,1,0,0,0,3,10,2019
20,99.51,0,0,0,1,0,0,0,3,10,2019
21,62.01,0,0,0,1,0,0,0,3,10,2019
22,61.74,0,0,0,1,0,0,0,3,10,2019
23,17.42,0,0,0,1,0,0,0,3,10,2019
12,61.83,0,1,0,0,0,0,0,3,11,2019
13,30.98,0,1,0,0,0,0,0,3,11,2019
14,63.85,0,1,0,0,0,0,0,3,11,2019
15,47.47,0,1,0,0,0,0,0,3,11,2019
16,94.88,0,1,0,0,0,0,0,3,11,2019
17,60.19,0,1,0,0,0,0,0,3,11,2019
18,43.13,0,1,0,0,0,0,0,3,11,2019
19,9.05,0,1,0,0,0,0,0,3,11,2019
20,83.66,0,1,0,0,0,0,0,3,11,2019
21,47.3,0,1,0,0,0,0,0,3,11,2019
23,25.95,0,1,0,0,0,0,0,3,11,2019
12,46.56,0,0,0,0,0,1,0,3,12,2019
13,34.76,0,0,0,0,0,1,0,3,12,2019
14,14.23,0,0,0,0,0,1,0,3,12,2019
15,47.94,0,0,0,0,0,1,0,3,12,2019
16,73.98,0,0,0,0,0,1,0,3,12,2019
17,90.2,0,0,0,0,0,1,0,3,12,2019
18,61.03,0,0,0,0,0,1,0,3,12,2019
19,51.15,0,0,0,0,0,1,0,3,12,2019
20,68.97,0,0,0,0,0,1,0,3,12,2019
21,43.98,0,0,0,0,0,1,0,3,12,2019
12,62.25,0,0,0,0,0,0,1,3,13,2019
13,58.49,0,0,0,0,0,0,1,3,13,2019
14,21.19,0,0,0,0,0,0,1,3,13,2019
15,52.37,0,0,0,0,0,0,1,3,13,2019
16,143.7,0,0,0,0,0,0,1,3,13,2019
17,58.48,0,0,0,0,0,0,1,3,13,2019
18,56.8,0,0,0,0,0,0,1,3,13,2019
19,62.48,0,0,0,0,0,0,1,3,13,2019
20,41.71,0,0,0,0,0,0,1,3,13,2019
21,59.28,0,0,0,0,0,0,1,3,13,2019
12,50.9,0,0,0,0,1,0,0,3,14,2019
13,4.7,0,0,0,0,1,0,0,3,14,2019
14,13.99,0,0,0,0,1,0,0,3,14,2019
15,115.45,0,0,0,0,1,0,0,3,14,2019
16,96.97,0,0,0,0,1,0,0,3,14,2019
17,73.64,0,0,0,0,1,0,0,3,14,2019
18,156.25,0,0,0,0,1,0,0,3,14,2019
19,123.29,0,0,0,0,1,0,0,3,14,2019
20,100.27,0,0,0,0,1,0,0,3,14,2019
21,56.1,0,0,0,0,1,0,0,3,14,2019
22,43.39,0,0,0,0,1,0,0,3,14,2019
23,9.55,0,0,0,0,1,0,0,3,14,2019
12,81.45,1,0,0,0,0,0,0,3,15,2019
13,58.23,1,0,0,0,0,0,0,3,15,2019
14,61.97,1,0,0,0,0,0,0,3,15,2019
15,50.46,1,0,0,0,0,0,0,3,15,2019
16,128.91,1,0,0,0,0,0,0,3,15,2019
17,66.46,1,0,0,0,0,0,0,3,15,2019
18,98.76,1,0,0,0,0,0,0,3,15,2019
19,104.66,1,0,0,0,0,0,0,3,15,2019
20,130.46,1,0,0,0,0,0,0,3,15,2019
21,65.59,1,0,0,0,0,0,0,3,15,2019
22,55.53,1,0,0,0,0,0,0,3,15,2019
11,4.85,0,0,1,0,0,0,0,3,16,2019
12,65.68,0,0,1,0,0,0,0,3,16,2019
13,66.97,0,0,1,0,0,0,0,3,16,2019
14,118.25,0,0,1,0,0,0,0,3,16,2019
15,206.9,0,0,1,0,0,0,0,3,16,2019
16,80.27,0,0,1,0,0,0,0,3,16,2019
17,65.85,0,0,1,0,0,0,0,3,16,2019
18,71.26,0,0,1,0,0,0,0,3,16,2019
19,51.73,0,0,1,0,0,0,0,3,16,2019
20,104.6,0,0,1,0,0,0,0,3,16,2019
21,163.11,0,0,1,0,0,0,0,3,16,2019
22,25.48,0,0,1,0,0,0,0,3,16,2019
23,83.26,0,0,1,0,0,0,0,3,16,2019
12,123.2,0,0,0,1,0,0,0,3,17,2019
13,70.84,0,0,0,1,0,0,0,3,17,2019
14,189.43,0,0,0,1,0,0,0,3,17,2019
15,128.36,0,0,0,1,0,0,0,3,17,2019
16,120.7,0,0,0,1,0,0,0,3,17,2019
17,117.45,0,0,0,1,0,0,0,3,17,2019
18,71.15,0,0,0,1,0,0,0,3,17,2019
19,138.9,0,0,0,1,0,0,0,3,17,2019
20,42.95,0,0,0,1,0,0,0,3,17,2019
21,125.59,0,0,0,1,0,0,0,3,17,2019
22,130.7,0,0,0,1,0,0,0,3,17,2019
23,12.49,0,0,0,1,0,0,0,3,17,2019
12,53.49,0,1,0,0,0,0,0,3,18,2019
13,108.93,0,1,0,0,0,0,0,3,18,2019
14,81.84,0,1,0,0,0,0,0,3,18,2019
15,53.83,0,1,0,0,0,0,0,3,18,2019
16,96.22,0,1,0,0,0,0,0,3,18,2019
17,149.07,0,1,0,0,0,0,0,3,18,2019
18,57.94,0,1,0,0,0,0,0,3,18,2019
19,72.96,0,1,0,0,0,0,0,3,18,2019
20,94.77,0,1,0,0,0,0,0,3,18,2019
21,64.64,0,1,0,0,0,0,0,3,18,2019
22,74.28,0,1,0,0,0,0,0,3,18,2019
23,54.57,0,1,0,0,0,0,0,3,18,2019
12,14.52,0,0,0,0,0,1,0,3,19,2019
14,41.27,0,0,0,0,0,1,0,3,19,2019
15,65.91,0,0,0,0,0,1,0,3,19,2019
16,128.76,0,0,0,0,0,1,0,3,19,2019
17,78.92,0,0,0,0,0,1,0,3,19,2019
18,176.52,0,0,0,0,0,1,0,3,19,2019
19,75.34,0,0,0,0,0,1,0,3,19,2019
20,37.59,0,0,0,0,0,1,0,3,19,2019
21,66.51,0,0,0,0,0,1,0,3,19,2019
22,25.94,0,0,0,0,0,1,0,3,19,2019
23,18.71,0,0,0,0,0,1,0,3,19,2019
12,50.56,0,0,0,0,0,0,1,3,20,2019
13,15.29,0,0,0,0,0,0,1,3,20,2019
14,26.65,0,0,0,0,0,0,1,3,20,2019
15,48.82,0,0,0,0,0,0,1,3,20,2019
16,68.19,0,0,0,0,0,0,1,3,20,2019
17,23.07,0,0,0,0,0,0,1,3,20,2019
18,71.21,0,0,0,0,0,0,1,3,20,2019
19,161.21,0,0,0,0,0,0,1,3,20,2019
20,101.83,0,0,0,0,0,0,1,3,20,2019
21,95.97,0,0,0,0,0,0,1,3,20,2019
22,23.62,0,0,0,0,0,0,1,3,20,2019
23,29.6,0,0,0,0,0,0,1,3,20,2019
12,48.33,0,0,0,0,1,0,0,3,21,2019
13,71.47,0,0,0,0,1,0,0,3,21,2019
14,100.18,0,0,0,0,1,0,0,3,21,2019
15,99.19,0,0,0,0,1,0,0,3,21,2019
16,82.43,0,0,0,0,1,0,0,3,21,2019
17,168.89,0,0,0,0,1,0,0,3,21,2019
18,89.51,0,0,0,0,1,0,0,3,21,2019
19,66.9,0,0,0,0,1,0,0,3,21,2019
20,54.69,0,0,0,0,1,0,0,3,21,2019
21,113.15,0,0,0,0,1,0,0,3,21,2019
22,127.58,0,0,0,0,1,0,0,3,21,2019
23,37.01,0,0,0,0,1,0,0,3,21,2019
11,25.87,1,0,0,0,0,0,0,3,22,2019
12,116.15,1,0,0,0,0,0,0,3,22,2019
13,47.91,1,0,0,0,0,0,0,3,22,2019
14,127.11,1,0,0,0,0,0,0,3,22,2019
15,100.06,1,0,0,0,0,0,0,3,22,2019
16,150.5,1,0,0,0,0,0,0,3,22,2019
17,138.18,1,0,0,0,0,0,0,3,22,2019
18,97.52,1,0,0,0,0,0,0,3,22,2019
19,166.2,1,0,0,0,0,0,0,3,22,2019
20,105.09,1,0,0,0,0,0,0,3,22,2019
21,175.26,1,0,0,0,0,0,0,3,22,2019
22,93.75,1,0,0,0,0,0,0,3,22,2019
23,72.45,1,0,0,0,0,0,0,3,22,2019
0,21.08,0,0,1,0,0,0,0,3,23,2019
12,119.98,0,0,1,0,0,0,0,3,23,2019
13,64.52,0,0,1,0,0,0,0,3,23,2019
14,103.43,0,0,1,0,0,0,0,3,23,2019
15,70.95,0,0,1,0,0,0,0,3,23,2019
16,135.97,0,0,1,0,0,0,0,3,23,2019
17,174.48,0,0,1,0,0,0,0,3,23,2019
18,274.64,0,0,1,0,0,0,0,3,23,2019
19,157.43,0,0,1,0,0,0,0,3,23,2019
20,90.83,0,0,1,0,0,0,0,3,23,2019
21,113.15,0,0,1,0,0,0,0,3,23,2019
22,163.96,0,0,1,0,0,0,0,3,23,2019
23,25.67,0,0,1,0,0,0,0,3,23,2019
12,51.66,0,0,0,1,0,0,0,3,24,2019
13,87.7,0,0,0,1,0,0,0,3,24,2019
14,64.13,0,0,0,1,0,0,0,3,24,2019
15,117.57,0,0,0,1,0,0,0,3,24,2019
16,258.14,0,0,0,1,0,0,0,3,24,2019
17,228.03,0,0,0,1,0,0,0,3,24,2019
18,83.06,0,0,0,1,0,0,0,3,24,2019
19,95.35,0,0,0,1,0,0,0,3,24,2019
20,95.05,0,0,0,1,0,0,0,3,24,2019
21,108.48,0,0,0,1,0,0,0,3,24,2019
22,64.27,0,0,0,1,0,0,0,3,24,2019
23,49.84,0,0,0,1,0,0,0,3,24,2019
12,4.45,0,1,0,0,0,0,0,3,25,2019
13,25.28,0,1,0,0,0,0,0,3,25,2019
14,87.18,0,1,0,0,0,0,0,3,25,2019
15,74.41,0,1,0,0,0,0,0,3,25,2019
16,64.72,0,1,0,0,0,0,0,3,25,2019
17,73.69,0,1,0,0,0,0,0,3,25,2019
18,69.53,0,1,0,0,0,0,0,3,25,2019
19,103.07,0,1,0,0,0,0,0,3,25,2019
20,90.45,0,1,0,0,0,0,0,3,25,2019
21,49.67,0,1,0,0,0,0,0,3,25,2019
22,44.08,0,1,0,0,0,0,0,3,25,2019
23,8.19,0,1,0,0,0,0,0,3,25,2019
12,24.15,0,0,0,0,0,1,0,3,26,2019
13,72.04,0,0,0,0,0,1,0,3,26,2019
14,55.47,0,0,0,0,0,1,0,3,26,2019
15,63.34,0,0,0,0,0,1,0,3,26,2019
16,116.52,0,0,0,0,0,1,0,3,26,2019
17,91.58,0,0,0,0,0,1,0,3,26,2019
18,122.31,0,0,0,0,0,1,0,3,26,2019
19,102.52,0,0,0,0,0,1,0,3,26,2019
20,156.7,0,0,0,0,0,1,0,3,26,2019
21,65.1,0,0,0,0,0,1,0,3,26,2019
22,47.39,0,0,0,0,0,1,0,3,26,2019
23,70.33,0,0,0,0,0,1,0,3,26,2019
12,24.98,0,0,0,0,0,0,1,3,27,2019
13,118.19,0,0,0,0,0,0,1,3,27,2019
14,52.79,0,0,0,0,0,0,1,3,27,2019
15,131.96,0,0,0,0,0,0,1,3,27,2019
16,127.8,0,0,0,0,0,0,1,3,27,2019
17,81.15,0,0,0,0,0,0,1,3,27,2019
18,85.07,0,0,0,0,0,0,1,3,27,2019
19,104.5,0,0,0,0,0,0,1,3,27,2019
20,68.49,0,0,0,0,0,0,1,3,27,2019
21,65.96,0,0,0,0,0,0,1,3,27,2019
22,92.89,0,0,0,0,0,0,1,3,27,2019
23,60.94,0,0,0,0,0,0,1,3,27,2019
12,77.72,0,0,0,0,1,0,0,3,28,2019
13,56.68,0,0,0,0,1,0,0,3,28,2019
14,106.91,0,0,0,0,1,0,0,3,28,2019
15,74.07,0,0,0,0,1,0,0,3,28,2019
16,93.82,0,0,0,0,1,0,0,3,28,2019
17,134.75,0,0,0,0,1,0,0,3,28,2019
18,99.25,0,0,0,0,1,0,0,3,28,2019
19,85.48,0,0,0,0,1,0,0,3,28,2019
20,75.55,0,0,0,0,1,0,0,3,28,2019
21,128.66,0,0,0,0,1,0,0,3,28,2019
22,85.89,0,0,0,0,1,0,0,3,28,2019
23,66.45,0,0,0,0,1,0,0,3,28,2019
12,78.16,1,0,0,0,0,0,0,3,29,2019
13,37.99,1,0,0,0,0,0,0,3,29,2019
14,85.54,1,0,0,0,0,0,0,3,29,2019
15,111.85,1,0,0,0,0,0,0,3,29,2019
16,205.06,1,0,0,0,0,0,0,3,29,2019
17,164.16,1,0,0,0,0,0,0,3,29,2019
18,132.9,1,0,0,0,0,0,0,3,29,2019
19,198.71,1,0,0,0,0,0,0,3,29,2019
20,213.39,1,0,0,0,0,0,0,3,29,2019
21,138.34,1,0,0,0,0,0,0,3,29,2019
22,138.85,1,0,0,0,0,0,0,3,29,2019
23,11.2,1,0,0,0,0,0,0,3,29,2019
